Epoch,Train Loss,Train Acc,Val Loss,Val Acc
1,0.9259451632499694,68.7,0.36995622240367365,89.0
2,0.4412876961231232,87.0,0.5460934053542308,80.0
3,0.35156785798072815,91.3,0.8398652324108647,87.0
4,0.5726632082462311,88.9,2.2311860125225325,61.0
5,0.5530547461509705,91.1,2.245181869123791,75.0
6,0.10665013146400451,97.7,0.7935903985562442,87.0
7,0.005655320882797241,99.7,0.9085549497815978,91.0
8,0.0012990602254867555,99.9,0.7609019500058332,91.0
9,0.007739276766777038,99.9,0.8290833838295486,91.0
10,7.385015487670899e-07,100.0,0.8694837962013054,88.0
