Epoch,Train Loss,Train Acc,Val Loss,Val Acc
1,2.1906185150146484,32.8,2.0309401750564575,64.0
2,1.7283778190612793,83.6,1.3777731955051422,84.0
3,1.0112384557724,92.4,0.6536974981427193,94.0
4,0.48099109530448914,96.0,0.33160901069641113,95.0
5,0.23119951784610748,97.3,0.231621609069407,95.0
6,0.12942674197256565,98.9,0.22580385766923428,94.0
7,0.1321321837604046,99.0,0.22614839486777782,94.0
8,0.11946512758731842,99.1,0.2157558649778366,95.0
9,0.10922378860414028,99.3,0.20412403624504805,94.0
