Epoch,Train Loss,Train Acc,Val Loss,Val Acc
1,2.3031393384176586,8.8,2.300907850265503,10.0
2,2.3031664651537698,8.3,2.3016041687556674,10.0
3,2.302705310639881,10.1,2.301116909299578,10.0
4,2.3032982235863093,9.6,2.301100322178432,10.0
5,2.3031761532738093,10.4,2.301030227116176,10.0
6,2.3026316809275795,10.4,2.301164286477225,10.0
